sample_name	age	age_group	age_unit	altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	common_name	country	depth	description	elevation	env_biome	env_feature	env_matter	has_extracted_data	has_physical_specimen	host_common_name	host_scientific_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	physical_location	public	required_sample_info_status	sample_name_in_tube	sample_type	sex	taxon_id	title	village
1064.G.CV25	7	nurse	days	0	G.CV25	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV25	7460	no	18.22	-65.99	XXQIITAXX	y	completed	48	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV26	7	nurse	days	0	G.CV26	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV26	7460	no	18.22	-65.99	XXQIITAXX	y	completed	50	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV263	13	worker	days	0	G.CV263	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV263	7460	no	18.22	-65.99	XXQIITAXX	y	completed	311	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV264	13	worker	days	0	G.CV264	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV264	7460	no	18.22	-65.99	XXQIITAXX	y	completed	313	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV265	13	worker	days	0	G.CV265	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV265	7460	no	18.22	-65.99	XXQIITAXX	y	completed	315	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV266	13	worker	days	0	G.CV266	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV266	7460	no	18.22	-65.99	XXQIITAXX	y	completed	317	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV267	13	worker	days	0	G.CV267	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV267	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	319	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV268	13	worker	days	0	G.CV268	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV268	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	321	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV27	7	nurse	days	0	G.CV27	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV27	7460	no	18.22	-65.99	XXQIITAXX	y	completed	52	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV281	8	nurse	days	0	G.CV281	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV281	7460	no	18.22	-65.99	XXQIITAXX	y	completed	104	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV282	8	nurse	days	0	G.CV282	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV282	7460	no	18.22	-65.99	XXQIITAXX	y	completed	106	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV283	8	nurse	days	0	G.CV283	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV283	7460	no	18.22	-65.99	XXQIITAXX	y	completed	108	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV284	8	nurse	days	0	G.CV284	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV284	7460	no	18.22	-65.99	XXQIITAXX	y	completed	110	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV285	8	nurse	days	0	G.CV285	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV285	7460	no	18.22	-65.99	XXQIITAXX	y	completed	112	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV286	8	nurse	days	0	G.CV286	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV286	7460	no	18.22	-65.99	XXQIITAXX	y	completed	114	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV287	9	nurse	days	0	G.CV287	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV287	7460	no	18.22	-65.99	XXQIITAXX	y	completed	239	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV288	9	nurse	days	0	G.CV288	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV288	7460	no	18.22	-65.99	XXQIITAXX	y	completed	241	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV289	9	nurse	days	0	G.CV289	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV289	7460	no	18.22	-65.99	XXQIITAXX	y	completed	243	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV290	9	nurse	days	0	G.CV290	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV290	7460	no	18.22	-65.99	XXQIITAXX	y	completed	245	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV291	9	nurse	days	0	G.CV291	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV291	7460	no	18.22	-65.99	XXQIITAXX	y	completed	247	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV292	9	nurse	days	0	G.CV292	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV292	7460	no	18.22	-65.99	XXQIITAXX	y	completed	249	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV293	13	worker	days	0	G.CV293	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV293	7460	no	18.22	-65.99	XXQIITAXX	y	completed	116	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV294	13	worker	days	0	G.CV294	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV294	7460	no	18.22	-65.99	XXQIITAXX	y	completed	118	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV295	13	worker	days	0	G.CV295	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-25 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV295	7460	no	18.22	-65.99	XXQIITAXX	y	completed	120	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV296	13	worker	days	0	G.CV296	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-23 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV296	7460	no	18.22	-65.99	XXQIITAXX	y	completed	122	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV297	13	worker	days	0	G.CV297	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-24 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV297	7460	no	18.22	-65.99	XXQIITAXX	y	completed	124	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV298	13	worker	days	0	G.CV298	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-23 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV298	7460	no	18.22	-65.99	XXQIITAXX	y	completed	126	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV299	12	worker	days	0	G.CV299	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV299	7460	no	18.22	-65.99	XXQIITAXX	y	completed	251	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV300	12	worker	days	0	G.CV300	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV300	7460	no	18.22	-65.99	XXQIITAXX	y	completed	253	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV301	12	worker	days	0	G.CV301	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV301	7460	no	18.22	-65.99	XXQIITAXX	y	completed	255	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV302	12	worker	days	0	G.CV302	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV302	7460	no	18.22	-65.99	XXQIITAXX	y	completed	257	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV303	12	worker	days	0	G.CV303	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV303	7460	no	18.22	-65.99	XXQIITAXX	y	completed	259	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV304	12	worker	days	0	G.CV304	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV304	7460	no	18.22	-65.99	XXQIITAXX	y	completed	261	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV305	1	worker	days	0	G.CV305	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV305	7460	no	18.22	-65.99	XXQIITAXX	y	completed	347	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV306	1	worker	days	0	G.CV306	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV306	7460	no	18.22	-65.99	XXQIITAXX	y	completed	349	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV307	1	worker	days	0	G.CV307	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV307	7460	no	18.22	-65.99	XXQIITAXX	y	completed	351	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV308	1	worker	days	0	G.CV308	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV308	7460	no	18.22	-65.99	XXQIITAXX	y	completed	353	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV309	1	worker	days	0	G.CV309	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV309	7460	no	18.22	-65.99	XXQIITAXX	y	completed	355	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV310	1	worker	days	0	G.CV310	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV310	7460	no	18.22	-65.99	XXQIITAXX	y	completed	357	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV311	22	worker	days	0	G.CV311	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV311	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	128	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV312	22	worker	days	0	G.CV312	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV312	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	130	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV313	22	worker	days	0	G.CV313	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV313	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	132	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV314	22	worker	days	0	G.CV314	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV314	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	134	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV315	22	worker	days	0	G.CV315	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV315	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	136	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV316	22	worker	days	0	G.CV316	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV316	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	138	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV317	unknown	queen	days	0	G.CV317	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-16 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV317	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	78	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV318	4	nurse	days	0	G.CV318	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV318	7460	no	18.22	-65.99	XXQIITAXX	y	completed	359	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV319	4	nurse	days	0	G.CV319	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV319	7460	no	18.22	-65.99	XXQIITAXX	y	completed	361	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV320	4	nurse	days	0	G.CV320	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV320	7460	no	18.22	-65.99	XXQIITAXX	y	completed	363	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV321	4	nurse	days	0	G.CV321	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV321	7460	no	18.22	-65.99	XXQIITAXX	y	completed	365	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV322	4	nurse	days	0	G.CV322	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV322	7460	no	18.22	-65.99	XXQIITAXX	y	completed	367	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV323	4	nurse	days	0	G.CV323	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV323	7460	no	18.22	-65.99	XXQIITAXX	y	completed	369	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV324	27	worker	days	0	G.CV324	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV324	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	323	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV325	27	worker	days	0	G.CV325	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV325	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	325	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV326	27	worker	days	0	G.CV326	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV326	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	327	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV327	27	worker	days	0	G.CV327	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV327	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	329	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV328	27	worker	days	0	G.CV328	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV328	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	331	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV329	27	worker	days	0	G.CV329	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV329	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	333	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV330	26	worker	days	0	G.CV330	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV330	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	263	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
